title,url,source_date,incident_type,date,location,victim_identity,description,severity,perpetrator_info,latitude,longitude
"In the past 6 weeks , churches , mosques and a synagogue have been attacked",http://www.wbap.com/news/in-the-past-6-weeks-churches-mosques-and-a-synagogue-have-been-attacked/,20190428T181500Z,vandalism,,"churches, mosques, and a synagogue",general_lgbtiq,"Multiple religious institutions have been targeted in attacks over the past 6 weeks, including churches, mosques, and a synagogue.",medium,,,
"Churches , mosques and synagogue attacked in last 6 weeks",https://www.keyt.com/news/national-world/churches-mosques-and-synagogue-attacked-in-last-6-weeks/1073180895,20190428T161500Z,vandalism,,"Churches, mosques, and synagogue",general_lgbtiq,"Multiple religious institutions have been targeted in attacks over the last 6 weeks, with vandalism reported at churches, mosques, and a synagogue.",medium,,,
"Churches , mosques and synagogue attacked in last 6 weeks",https://www.krdo.com/news/national-world/churches-mosques-and-synagogue-attacked-in-last-6-weeks/1073180768,20190428T154500Z,vandalism,,"Churches, mosques, and synagogue",general_lgbtiq,"Multiple religious institutions have been targeted in attacks over the past 6 weeks, with vandalism reported at churches, mosques, and a synagogue.",medium,,,
"In the past 6 weeks , churches , mosques and a synagogue have been attacked",https://kxlh.com/cnn-world/2019/04/28/in-the-past-6-weeks-churches-mosques-and-a-synagogue-have-been-attacked/,20190428T151500Z,vandalism,,"churches, mosques, and a synagogue",general_lgbtiq,"Multiple religious institutions have been targeted in attacks over the past 6 weeks, including churches, mosques, and a synagogue.",medium,,,
"Churches , mosques and synagogue attacked in last 6 weeks",https://www.localnews8.com/news/national-world/churches-mosques-and-synagogue-attacked-in-last-6-weeks/1073181166,20190428T150000Z,vandalism,,"Churches, mosques, and synagogue",general_lgbtiq,"Multiple religious institutions have been attacked in the last 6 weeks, including churches, mosques, and a synagogue. The incidents are believed to be targeted acts of vandalism.",medium,,,
"Churches , mosques and synagogue attacked in last 6 weeks",https://www.kxly.com/news/world-news/churches-mosques-and-synagogue-attacked-in-last-6-weeks/1073182056,20190428T144500Z,vandalism,,"Churches, mosques, and synagogue",general_lgbtiq,Multiple religious institutions have been targeted in the last 6 weeks with acts of vandalism.,medium,,,
"Churches , mosques and synagogue attacked in last 6 weeks",http://www.channel4000.com/world/churches-mosques-and-synagogue-attacked-in-last-6-weeks/1073179267,20190428T134500Z,vandalism,,"Churches, mosques, and synagogue",general_lgbtiq,"Multiple religious institutions have been attacked in the last 6 weeks, including churches, mosques, and a synagogue. The incidents are believed to be targeted acts of vandalism.",medium,,,
"Churches , mosques and synagogue attacked in last 6 weeks",https://www.abc17news.com/news/national-world/churches-mosques-and-synagogue-attacked-in-last-6-weeks/1073180812,20190428T133000Z,vandalism,,"Churches, mosques, and synagogue",general_lgbtiq,Multiple religious institutions have been targeted in the last 6 weeks with acts of vandalism.,medium,,,
"Churches , mosques and synagogue attacked in last 6 weeks",https://www.kyma.com/news/national-world/churches-mosques-and-synagogue-attacked-in-last-6-weeks/1073180841,20190428T131500Z,vandalism,,"churches, mosques, and synagogue",general_lgbtiq,"Multiple religious institutions have been targeted in attacks over the last 6 weeks, with vandalism reported at churches, mosques, and a synagogue.",medium,,,
"Churches , mosques and synagogue attacked in last 6 weeks",https://www.clickorlando.com/news/international/churches-mosques-and-synagogue-attacked-in-last-6-weeks,20190428T124500Z,vandalism,,"Churches, mosques, and synagogue",general_lgbtiq,"Multiple religious institutions have been targeted in attacks over the last 6 weeks, causing damage to the buildings and sparking concerns about religious tolerance and diversity.",medium,,,
"Churches , mosques and synagogue attacked in last 6 weeks",https://www.news4jax.com/news/international/churches-mosques-and-synagogue-attacked-in-last-6-weeks,20190428T124500Z,vandalism,,"Churches, mosques, and synagogue",general_lgbtiq,"Multiple religious institutions have been targeted in attacks over the last 6 weeks, with vandalism reported at churches, mosques, and a synagogue.",medium,,,
"Churches , mosques and synagogue attacked in last 6 weeks",https://www.local10.com/news/international/churches-mosques-and-synagogue-attacked-in-last-6-weeks,20190428T123000Z,vandalism,,"Churches, mosques, and synagogue",general_lgbtiq,"Multiple religious institutions have been targeted in attacks over the last 6 weeks, with vandalism reported at churches, mosques, and a synagogue.",medium,,,
"In the past 6 weeks , churches , mosques and a synagogue have been attacked",https://www.msn.com/en-us/news/us/in-the-past-6-weeks-churches-mosques-and-a-synagogue-have-been-attacked/ar-BBWmXxc,20190428T121500Z,vandalism,,"churches, mosques, and a synagogue",general_lgbtiq,"Multiple religious institutions have been targeted in attacks over the past 6 weeks, with vandalism reported at churches, mosques, and a synagogue.",medium,,,
"Fraser Anning supporter arrested after attack on journalist , photographer",https://www.cairnspost.com.au/news-corp-journalist-eliza-barrs-question-that-fraser-anning-wouldnt-answer/news-story/79045c28f0be4785cbc163134e211631?nk=10b0f27309b3b0767ada23057635c9ea-1556416933,20190428T021500Z,assault,,"Fraser Anning event in Moorooka, Brisbane","journalist, photographer","A Fraser Anning supporter was arrested after attacking a journalist and photographer at an event in Moorooka, Brisbane. The incident involved physical violence towards the media professionals covering the event.",medium,Fraser Anning supporter,,
"Fraser Anning supporter arrested after attack on journalist , photographer",https://www.couriermail.com.au/news/news-corp-journalist-eliza-barrs-question-that-fraser-anning-wouldnt-answer/news-story/79045c28f0be4785cbc163134e211631?nk=31908c513cc340877a026bc543f640aa-1556402544,20190427T221500Z,assault,,"Moorooka, Brisbane","journalist, photographer","A Fraser Anning supporter was arrested after attacking a journalist and photographer in Moorooka, Brisbane. The incident occurred during a political event.",medium,Fraser Anning supporter,-27.5354776,153.020739
"Fraser Anning supporter arrested after attack on journalist , photographer",https://www.couriermail.com.au/news/news-corp-journalist-eliza-barrs-question-that-fraser-anning-wouldnt-answer/news-story/79045c28f0be4785cbc163134e211631?nk=52ba67dd114b4ed13e136ee72e857d0e-1556401620,20190427T220000Z,assault,,Melbourne,"journalist, photographer",A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,medium,Fraser Anning supporter,-37.8142454,144.9631732
"Fraser Anning supporter arrested after attack on journalist , photographer",https://www.couriermail.com.au/news/news-corp-journalist-eliza-barrs-question-that-fraser-anning-wouldnt-answer/news-story/79045c28f0be4785cbc163134e211631?nk=0ca8c5e5d5b46d3be7f8e1a39f5bb26e-1556400701,20190427T214500Z,assault,,Melbourne,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,medium,Fraser Anning supporter,-37.8142454,144.9631732
"Fraser Anning supporter arrested after attack on journalist , photographer",https://www.couriermail.com.au/news/news-corp-journalist-eliza-barrs-question-that-fraser-anning-wouldnt-answer/news-story/79045c28f0be4785cbc163134e211631?nk=18c12c5c1c2f4475f74abf127c87980b-1556363821,20190427T113000Z,assault,,Melbourne,"journalist, photographer",A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,medium,Fraser Anning supporter,-37.8142454,144.9631732
"Fraser Anning supporter arrested after attack on journalist , photographer",https://www.couriermail.com.au/news/news-corp-journalist-eliza-barrs-question-that-fraser-anning-wouldnt-answer/news-story/79045c28f0be4785cbc163134e211631?nk=217f0e82f49d32527bc4017592d7639e-1556362903,20190427T111500Z,assault,,Melbourne,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,medium,Fraser Anning supporter,-37.8142454,144.9631732
  Chao : Journo question before boilover | Ballina Shire Advocate,https://www.ballinaadvocate.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T093000Z,assault,,Ballina Shire,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Ballina Shire.,medium,Fraser Anning supporter,-28.8672983,153.5555091
  Chao : Journo question before boilover,https://www.tweeddailynews.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T091500Z,assault,,Melbourne,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,medium,Fraser Anning supporter,-37.8142454,144.9631732
  Chao : Journo question before boilover,https://www.gattonstar.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T084500Z,assault,,Melbourne,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,medium,Fraser Anning supporter,-37.8142454,144.9631732
  Chao : Journo question before boilover,https://www.qt.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T084500Z,assault,,Melbourne,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,medium,Fraser Anning supporter,-37.8142454,144.9631732
  Chao : Journo question before boilover | Warwick Daily News,https://www.warwickdailynews.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T083000Z,assault,,Fraser Anning supporter,"journalist, photographer",A Fraser Anning supporter was arrested after attacking a journalist and photographer.,medium,Fraser Anning supporter,,
  Chao : Journo question before boilover,https://www.dailyexaminer.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T080000Z,assault,,Melbourne,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,medium,Fraser Anning supporter,-37.8142454,144.9631732
  Chao : Journo question before boilover,https://www.noosanews.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T080000Z,assault,,"Fraser Anning event in Moorooka, Brisbane","journalist, photographer","A supporter of Fraser Anning was arrested after attacking a journalist and photographer at an event in Moorooka, Brisbane.",medium,Fraser Anning supporter,,
  Chao : Journo question before boilover | Coffs Coast Advocate,https://www.coffscoastadvocate.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T074500Z,assault,,Coffs Harbour,"journalist, photographer",A Fraser Anning supporter was arrested after attacking a journalist and photographer in Coffs Harbour.,medium,Fraser Anning supporter,-30.2985996,153.1094116
  Chao : Journo question before boilover,https://www.whitsundaytimes.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T073000Z,assault,,Melbourne,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,medium,Fraser Anning supporter,-37.8142454,144.9631732
  Chao : Journo question before boilover,https://www.byronnews.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T073000Z,assault,,Melbourne,"journalist, photographer",A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,medium,Fraser Anning supporter,-37.8142454,144.9631732
  Chao : Journo question before boilover | Fraser Coast Chronicle,https://www.frasercoastchronicle.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T073000Z,assault,,Fraser Coast,unknown,An Anning supporter was arrested after attacking a journalist and photographer in Fraser Coast.,medium,Fraser Anning supporter,-25.3416002,152.8006734
  Chao : Journo question before boilover,https://www.news-mail.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T063000Z,assault,,Melbourne,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Melbourne.,high,Fraser Anning supporter,-37.8142454,144.9631732
  Chao : Journo question before boilover,https://www.cqnews.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T063000Z,assault,,"Fraser Anning event in Moorooka, Brisbane","journalist, photographer","A supporter of Fraser Anning was arrested after attacking a journalist and photographer at an event in Moorooka, Brisbane. The incident occurred during a confrontation with the media.",medium,Fraser Anning supporter,,
  Chao : Journo question before boilover | Sunshine Coast Daily,https://www.sunshinecoastdaily.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T061500Z,assault,,Sunshine Coast,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Sunshine Coast.,high,Fraser Anning supporter,,
