is_hate_crime,incident_type,victim_identity,location,date_of_incident,description,confidence,article_url,article_title,publication_date,source_name,historical_context,incident_id,source_authority_level,archival_status,verification_status
True,hate_speech,general_lgbtiq,not specified,01 12 2019,"Garry Burns filed a complaint against Israel Folau for making homophobic statements on social media and in a video sermon, potentially inciting contempt and hatred towards homosexual persons. Burns argued that Folau's comments could negatively impact teenagers' mental health.",1.0,https://thewest.com.au/news/crime/folau-faces-gay-discrimination-complaint-ng-s-1982503,Folau faces gay discrimination complaint,20191201T174500Z,thewest.com.au,"The terminology used in the article reflects the historical context of discussing LGBTIQ+ issues, with 'homosexuality vilification' being a term used to describe hate speech against gay individuals.",HIST_2019_UNK_183,6,digitized,single-source
True,hate_speech,general_lgbtiq,Not specified,01 12 2019,"A complaint was filed against Israel Folau for 'homosexuality vilification' and linking natural disasters to same-sex marriage, potentially inciting contempt and hatred towards homosexual persons.",1.0,https://www.perthnow.com.au/news/crime/folau-faces-gay-discrimination-complaint-ng-s-1982503,Folau faces gay discrimination complaint,20191201T170000Z,perthnow.com.au,The terminology used in the article reflects the historical context of the time period (2005-2019).,HIST_2019_UNK_184,6,digitized,single-source
True,discrimination,general_lgbtiq,not specified,01 10 2013,"Tess Corbett, a former political candidate, made discriminatory remarks comparing gays to paedophiles in 2013. This led to legal action by an anti-discrimination campaigner, resulting in a court finding of vilification against homosexuals.",1.0,http://www.starobserver.com.au/news/national-news/gay-activist-hit-with-80k-legal-bill-after-failed-high-court-bid/190271,Gay activist hit with $80k legal bill after failed High Court bid,20191124T230000Z,starobserver.com.au,The terminology and legal context around LGBTIQ+ issues in Australia during this period may differ from modern standards.,HIST_2013_UNK_185,6,digitized,single-source
True,discrimination,general_lgbtiq,not specified,15 11 2019,"John Murray Abbott challenges the NSW Anti-Discrimination Act 1977, claiming it infringes on his right to publicly vilify homosexuals based on his religious beliefs. He cites biblical references and misinformation about HIV/AIDS to support his argument.",1.0,http://www.starobserver.com.au/news/national-news/new-south-wales-news/convicted-stalker-claims-nsw-anti-discrimination-act-breaches-his-religious-freedom/189720,Convicted stalker claims Anti - Discrimination Act breaches his religious freedoms,20191115T031500Z,starobserver.com.au,"The article describes a case where a convicted stalker challenges anti-discrimination laws to vilify homosexuals based on religious beliefs. While not a direct hate crime incident, it involves discrimination against the LGBTIQ+ community.",HIST_2019_UNK_186,6,digitized,single-source
True,hate_speech,general_lgbtiq,not specified,14 10 2019,The article discusses concerns raised by the Victorian Equal Opportunity and Human Rights Commission regarding the potential harmful impact of the draft Religious Discrimination Bill on LGBTIQ people. It specifically highlights the clause that could permit homophobic and misogynistic abuse under the guise of 'religious expression'.,1.0,http://www.starobserver.com.au/news/veohrc-responds-to-religious-discrimination-bill/188235,VEOHRC responds to Religious Discrimination Bill,20191014T063000Z,starobserver.com.au,"The terminology used in the article aligns with historical context, where LGBTIQ individuals were often referred to as 'members of the Victorian community' or 'LGBTIQ people'. The concerns raised reflect the historical struggles for equality and protection of LGBTIQ rights.",HIST_2019_UNK_187,6,digitized,single-source
True,harassment,general_lgbtiq,not specified,15 11 2019,"The article reports that over 3/4 of business travelers have experienced harassment while traveling, with more than half changing their travel plans for safety reasons. It highlights concerns about personal safety during travel and discrimination faced by LGBTQ+ travelers.",0.9,https://www.prnasia.com/story/265913-1.shtml,新研究揭示了商务旅行者最关心的问题 - 美通社PR - Newswire,20191125T234500Z,prnasia.com,"The article discusses harassment faced by LGBTQ+ travelers, indicating a potential hate crime incident within the context of discrimination and safety concerns.",HIST_2019_UNK_188,6,digitized,single-source
True,discrimination,general_lgbtiq,not specified,15 10 2019,"A study revealed that 95% of LGBTQ+ business travelers have hidden their sexual orientation during business trips, with 57% citing safety concerns as the main reason.",0.9,https://www.mittelstandcafe.de/aktuelle-studie-geschaeftsreisen-durch-unsicherheit-intoleranz-und-belaestigungen-gepraegt-1766536.html,"Aktuelle Studie : Geschäftsreisen durch Unsicherheit , Intoleranz und Belästigungen geprägt - Mittelstand Cafe",20191030T141500Z,mittelstandcafe.de,"The terminology and context of LGBTQ+ issues have evolved over time, and the study highlights the challenges faced by LGBTQ+ individuals in business travel.",HIST_2019_UNK_189,6,digitized,single-source
True,discrimination,general_lgbtiq,not specified,30 10 2019,"The article reports that 95% of LGBTQ+ travelers have hidden their sexual orientation on business trips, with safety concerns being the primary reason. Additionally, 85% have altered their travel plans due to safety worries, compared to 53% of non-LGBTQ+ colleagues.",0.9,https://www.finanznachrichten.de/nachrichten-2019-10/48040653-aktuelle-studie-geschaeftsreisen-durch-unsicherheit-intoleranz-und-belaestigungen-gepraegt-007.htm,"Aktuelle Studie : Geschäftsreisen durch Unsicherheit , Intoleranz und Belästigungen geprägt",20191030T140000Z,finanznachrichten.de,The terminology used in the article includes LGBTQ+ and reflects concerns about safety and discrimination faced by LGBTQ+ individuals during business travel.,HIST_2019_UNK_190,6,digitized,single-source
True,discrimination,general_lgbtiq,not specified,03 10 2019,"The article describes a proposed bill in Poland that criminalizes sexual education in schools, particularly targeting the LGBTQ+ community. The bill aims to prevent what it perceives as sexual depravity and demoralization, including promoting homosexuality and masturbation among students.",1.0,"https://www.polityka.pl/tygodnikpolityka/spoleczenstwo/1926932,1,edukacja-seksualna-przestepstwem-grozny-projekt.read",Edukacja seksualna przestępstwem ? Groźny projekt,20191003T163000Z,polityka.pl,"The article discusses a controversial bill in Poland regarding sexual education, using derogatory language and associating LGBTQ+ individuals with depravity and immorality. While not describing a specific hate crime incident, it reflects discriminatory attitudes towards the LGBTQ+ community.",HIST_2019_UNK_191,6,digitized,single-source
True,discrimination,general_lgbtiq,not specified,11 11 2019,"The article discusses the imbalance in legal protections favoring religious freedom over the rights of LGBTIQ citizens and other minorities in Australia. It highlights the impact of religious hostility and discrimination on vulnerable groups, including high suicide rates among LGBTIQ Australians.",1.0,http://sites.thomsonreuters.com.au/journals/2019/11/11/a-letter-from-the-hon-michael-kirby-ac-cmg/,A Letter from The Hon Michael Kirby AC CMG,20191111T024500Z,sites.thomsonreuters.com.au,"The article addresses discrimination and hostility towards LGBTIQ individuals in the context of legal and societal debates around religious freedom. While it does not describe a specific criminal incident, it highlights the harmful effects of religious hatred and discrimination on the LGBTIQ community.",HIST_2019_UNK_192,6,digitized,single-source
True,murder,general_lgbtiq,"Orlando, Florida",12 06 2016,"A lone gunman who pledged allegiance to IS killed 49 people inside a gay nightclub in Orlando, Florida.",1.0,"http://www.newageislam.com/radical-islamism-and-jihad/over-the-past-decade,-everything-lined-up-for-islamic-state-to-rise-and-unleash-its-hellish-brand-of-death-and-destruction-on-the-world/d/120664","Over the Past Decade , Everything Lined Up For Islamic State to Rise and Unleash Its Hellish Brand of Death and Destruction on the World , Radical Islamism and Jihad , Mark Saunokonoko , New Age Islam",20200101T110000Z,newageislam.com,The article describes a specific incident targeting the LGBTIQ+ community involving criminal behavior.,HIST_2016_UNK_193,6,digitized,single-source
True,murder,general_lgbtiq,"Orlando, Florida",12 06 2016,"A lone gunman who pledged allegiance to IS killed 49 people inside a gay nightclub in Orlando, Florida.",1.0,"http://www.newageislam.com/radical-islamism-and-jihad/mark-saunokonoko/over-the-past-decade,-everything-lined-up-for-islamic-state-to-rise-and-unleash-its-hellish-brand-of-death-and-destruction-on-the-world/d/120664","Over the Past Decade , Everything Lined Up For Islamic State to Rise and Unleash Its Hellish Brand of Death and Destruction on the World , Radical Islamism and Jihad , Mark Saunokonoko , New Age Islam",20191231T110000Z,newageislam.com,"The incident refers to the Pulse nightclub shooting in Orlando, Florida, which targeted the LGBTQ+ community.",HIST_2016_UNK_194,6,digitized,single-source
True,murder,general_lgbtiq,"Orlando, Florida",12 06 2016,"A lone gunman who pledged allegiance to IS killed 49 people inside a gay nightclub in Orlando, Florida.",1.0,"http://newageislam.com/radical-islamism-and-jihad/mark-saunokonoko/over-the-past-decade,-everything-lined-up-for-islamic-state-to-rise-and-unleash-its-hellish-brand-of-death-and-destruction-on-the-world/d/120664","Over the Past Decade , Everything Lined Up For Islamic State to Rise and Unleash Its Hellish Brand of Death and Destruction on the World , Radical Islamism and Jihad , Mark Saunokonoko , New Age Islam",20191231T104500Z,newageislam.com,The article describes a specific incident targeting the LGBTIQ+ community involving criminal behavior.,HIST_2016_UNK_195,6,digitized,single-source
True,hate_speech,general_lgbtiq,"Perth, WA",30 12 2019,"Margaret Court delivered a sermon at a Perth church where she condemned transgender athletes and transgender children, stating that being gay was 'a choice' and expressing opposition to LGBT issues.",1.0,https://www.sbs.com.au/news/margaret-court-lashes-out-at-transgender-athletes,Margaret Court lashes out at transgender athletes,20191230T214500Z,sbs.com.au,"The article describes hate speech targeting the LGBTIQ+ community, specifically transgender individuals, by a public figure. While not a criminal act, the speech promotes discrimination and harmful attitudes.",HIST_2019_WA_196,6,digitized,single-source
True,murder,general_lgbtiq,"Orlando, Florida, USA",12 06 2016,"In Orlando, Florida, USA, a lone gunman who pledged allegiance to IS killed 49 people inside a gay nightclub.",1.0,https://www.9news.com.au/world/islamic-state-isis-rise-and-fall-of-the-caliphate/50ae5192-5604-47c6-8b7f-a914a6254a6f,Islamic State ISIS : The rise and fall of the caliphate,20191230T000000Z,9news.com.au,The article describes a specific incident targeting the LGBTIQ+ community involving criminal behavior.,HIST_2016_SA_197,6,digitized,single-source
True,discrimination,trans_woman,not specified,05 12 2019,A transgender woman was discriminated against by a gynaecologist who refused to provide treatment based on her gender identity. The incident led to a public outcry and legal actions.,1.0,https://www.starobserver.com.au/news/international-news-news/ricky-gervais-takes-aim-at-transgender-activist-on-twitter/190866,Ricky Gervais takes aim at transgender activist on Twitter,20191205T041500Z,starobserver.com.au,"The terminology and understanding of transgender issues have evolved over time, and discrimination against transgender individuals was not uncommon during this period.",HIST_2019_UNK_198,6,digitized,single-source
